11/10/2020, $3035.02, 6590956, $3095.02, $3114, $3019.4828
11/11/2020, $3137.39, 4366923, $3061.78, $3139.145, $3050
11/12/2020, $3110.28, 4371208, $3159.95, $3175.88, $3086.05
11/13/2020, $3128.81, 3762587, $3122, $3141.7227, $3085.39
11/16/2020, $3131.06, 3808676, $3093.2, $3142.7, $3072.685
11/17/2020, $3135.66, 3444735, $3183.545, $3189.25, $3135.26
11/18/2020, $3105.46, 2916836, $3134, $3140, $3105.1
11/19/2020, $3117.02, 3010270, $3105.31, $3125, $3080.92
11/20/2020, $3099.4, 3380138, $3117.02, $3132.89, $3098.0456
11/23/2020, $3098.39, 4708887, $3116.699, $3139.745, $3065.46
11/24/2020, $3118.06, 3602102, $3100.5, $3134.25, $3086.258
11/25/2020, $3185.07, 3790403, $3141.87, $3198, $3140.26
11/27/2020, $3195.34, 2392867, $3211.26, $3216.19, $3190.05
